time,close,RSI
2025-08-26 18:45:00-03:00,1.336115,
2025-08-26 18:50:00-03:00,1.337745,
2025-08-26 18:55:00-03:00,1.339505,
2025-08-26 19:00:00-03:00,1.338615,
2025-08-26 19:05:00-03:00,1.336725,
2025-08-26 19:10:00-03:00,1.339655,
2025-08-26 19:15:00-03:00,1.339775,
2025-08-26 19:20:00-03:00,1.339645,
2025-08-26 19:25:00-03:00,1.340385,
2025-08-26 19:30:00-03:00,1.340115,
2025-08-26 19:35:00-03:00,1.341065,
2025-08-26 19:40:00-03:00,1.342455,
2025-08-26 19:45:00-03:00,1.342225,
2025-08-26 19:50:00-03:00,1.344665,
2025-08-26 19:55:00-03:00,1.342665,80.55254593645607
2025-08-26 20:00:00-03:00,1.341895,77.23702355039629
2025-08-26 20:05:00-03:00,1.346625,82.10862288202058
2025-08-26 20:10:00-03:00,1.347795,83.07359895326287
2025-08-26 20:15:00-03:00,1.347585,82.21646306348447
2025-08-26 20:20:00-03:00,1.348515,83.05051207808037
2025-08-26 20:25:00-03:00,1.350855,84.96164680905063
2025-08-26 20:30:00-03:00,1.348475,75.62203422171899
2025-08-26 20:35:00-03:00,1.348935,76.16734480668242
2025-08-26 20:40:00-03:00,1.351965,79.43116120062257
2025-08-26 20:45:00-03:00,1.346915,63.759019417943314
2025-08-26 20:50:00-03:00,1.348155,65.5560889844516
2025-08-26 20:55:00-03:00,1.347785,64.52789008044607
2025-08-26 21:00:00-03:00,1.349225,66.7158862128415
2025-08-26 21:05:00-03:00,1.349455,67.06531849425359
2025-08-26 21:10:00-03:00,1.348555,64.2239823630101
2025-08-26 21:15:00-03:00,1.347785,61.81116499269917
2025-08-26 21:20:00-03:00,1.348135,62.500787409635684
2025-08-26 21:25:00-03:00,1.353055,70.55128975706033
2025-08-26 21:30:00-03:00,1.352285,68.08763752107546
2025-08-26 21:35:00-03:00,1.352555,68.50297554863249
2025-08-26 21:40:00-03:00,1.353345,69.74378569992986
2025-08-26 21:45:00-03:00,1.350675,60.99762259245392
2025-08-26 21:50:00-03:00,1.349385,57.261364408004695
2025-08-26 21:55:00-03:00,1.353045,63.999092463389296
2025-08-26 22:00:00-03:00,1.351465,59.6288086450576
2025-08-26 22:05:00-03:00,1.350025,55.883322992247514
2025-08-26 22:10:00-03:00,1.352735,60.865338440816544
2025-08-26 22:15:00-03:00,1.353305,61.841416980985386
2025-08-26 22:20:00-03:00,1.354185,63.36078117595201
2025-08-26 22:25:00-03:00,1.354985,64.73545581742408
2025-08-26 22:30:00-03:00,1.352105,56.51485569984261
2025-08-26 22:35:00-03:00,1.350235,51.90580928700708
2025-08-26 22:40:00-03:00,1.352335,56.22350304573757
2025-08-26 22:45:00-03:00,1.350405,51.635435950228754
2025-08-26 22:50:00-03:00,1.349565,49.7331977277552
