time,open,high,low,close,BB_MID,BB_UPPER,BB_LOWER
2025-08-26 18:45:00-03:00,1.338535,1.338795,1.335705,1.336115,,,
2025-08-26 18:50:00-03:00,1.336075,1.337745,1.333475,1.337745,,,
2025-08-26 18:55:00-03:00,1.337805,1.340555,1.337315,1.339505,,,
2025-08-26 19:00:00-03:00,1.339565,1.340195,1.338365,1.338615,,,
2025-08-26 19:05:00-03:00,1.338725,1.338875,1.335755,1.336725,,,
2025-08-26 19:10:00-03:00,1.336655,1.339655,1.336145,1.339655,,,
2025-08-26 19:15:00-03:00,1.339595,1.339775,1.337045,1.339775,,,
2025-08-26 19:20:00-03:00,1.339665,1.340525,1.338115,1.339645,,,
2025-08-26 19:25:00-03:00,1.339615,1.340675,1.338195,1.340385,,,
2025-08-26 19:30:00-03:00,1.340185,1.341585,1.337885,1.340115,,,
2025-08-26 19:35:00-03:00,1.339925,1.342995,1.339925,1.341065,,,
2025-08-26 19:40:00-03:00,1.341245,1.343995,1.341045,1.342455,,,
2025-08-26 19:45:00-03:00,1.342455,1.343855,1.341725,1.342225,,,
2025-08-26 19:50:00-03:00,1.342245,1.345905,1.342195,1.344665,,,
2025-08-26 19:55:00-03:00,1.344745,1.344925,1.339265,1.342665,,,
2025-08-26 20:00:00-03:00,1.342625,1.343245,1.340655,1.341895,,,
2025-08-26 20:05:00-03:00,1.341845,1.346625,1.341775,1.346625,,,
2025-08-26 20:10:00-03:00,1.346575,1.348995,1.346555,1.347795,,,
2025-08-26 20:15:00-03:00,1.347745,1.348375,1.346095,1.347585,,,
2025-08-26 20:20:00-03:00,1.347075,1.350155,1.346235,1.348515,1.3416885,1.3488405773905212,1.334536422609479
2025-08-26 20:25:00-03:00,1.348395,1.352815,1.348395,1.350855,1.3424255,1.350143770466886,1.3347072295331142
2025-08-26 20:30:00-03:00,1.350785,1.350975,1.348385,1.348475,1.342962,1.3507951503241036,1.3351288496758964
2025-08-26 20:35:00-03:00,1.348365,1.349485,1.347545,1.348935,1.3434335,1.3515090291467495,1.3353579708532504
2025-08-26 20:40:00-03:00,1.348975,1.352705,1.348585,1.351965,1.3441009999999998,1.3526652078442785,1.335536792155721
2025-08-26 20:45:00-03:00,1.352135,1.352275,1.346785,1.346915,1.3446105000000002,1.352548380006652,1.3366726199933483
2025-08-26 20:50:00-03:00,1.346975,1.348625,1.346135,1.348155,1.3450355,1.352774281493233,1.337296718506767
2025-08-26 20:55:00-03:00,1.348215,1.349415,1.347275,1.347785,1.345436,1.352867319936593,1.3380046800634071
2025-08-26 21:00:00-03:00,1.347885,1.349235,1.346665,1.349225,1.345915,1.3530192888454795,1.3388107111545204
2025-08-26 21:05:00-03:00,1.349025,1.350155,1.347215,1.349455,1.3463685,1.3531536610887294,1.3395833389112708
2025-08-26 21:10:00-03:00,1.349545,1.350535,1.348255,1.348555,1.3467905,1.3529921916240657,1.3405888083759343
2025-08-26 21:15:00-03:00,1.348595,1.349515,1.346755,1.347785,1.3471265000000001,1.3527524160143045,1.3415005839856957
2025-08-26 21:20:00-03:00,1.347865,1.349105,1.346945,1.348135,1.3474105,1.3526227105675046,1.3421982894324955
2025-08-26 21:25:00-03:00,1.347905,1.353345,1.347735,1.353055,1.347952,1.353147040327082,1.342756959672918
2025-08-26 21:30:00-03:00,1.353085,1.353815,1.350655,1.352285,1.348333,1.3536246825301608,1.3430413174698392
2025-08-26 21:35:00-03:00,1.352335,1.353845,1.351375,1.352555,1.3488275,1.3537431479735649,1.3439118520264353
2025-08-26 21:40:00-03:00,1.352555,1.353345,1.351375,1.353345,1.3494,1.3535619971167714,1.3452380028832285
2025-08-26 21:45:00-03:00,1.353345,1.353595,1.350595,1.350675,1.3496025,1.35359539306143,1.3456096069385701
2025-08-26 21:50:00-03:00,1.350675,1.351165,1.348465,1.349385,1.349682,1.3535901919093125,1.3457738080906876
2025-08-26 21:55:00-03:00,1.349465,1.353575,1.349185,1.353045,1.349955,1.3539995420012676,1.3459104579987324
2025-08-26 22:00:00-03:00,1.353035,1.355335,1.351415,1.351465,1.3501024999999998,1.3541413853660405,1.346063614633959
2025-08-26 22:05:00-03:00,1.351465,1.352375,1.348285,1.350025,1.350061,1.3540851341925957,1.3460368658074042
2025-08-26 22:10:00-03:00,1.350115,1.353115,1.349665,1.352735,1.350274,1.3543897205930455,1.3461582794069544
2025-08-26 22:15:00-03:00,1.352735,1.354725,1.352725,1.353305,1.3504925,1.3547618084920185,1.3462231915079816
2025-08-26 22:20:00-03:00,1.353305,1.355005,1.351885,1.354185,1.3506035,1.3551279857166336,1.3460790142833665
2025-08-26 22:25:00-03:00,1.354185,1.355265,1.353655,1.354985,1.3510069999999998,1.3555828304164403,1.3464311695835594
2025-08-26 22:30:00-03:00,1.354805,1.354915,1.350005,1.352105,1.3512045000000001,1.3556086502018012,1.346800349798199
2025-08-26 22:35:00-03:00,1.351985,1.353075,1.349505,1.350235,1.351327,1.355472588498636,1.3471814115013638
2025-08-26 22:40:00-03:00,1.350275,1.352345,1.349425,1.352335,1.3514825,1.3555332672112852,1.3474317327887146
2025-08-26 22:45:00-03:00,1.352325,1.352325,1.349855,1.350405,1.35153,1.3555061463755782,1.3475538536244216
2025-08-26 22:50:00-03:00,1.350415,1.350615,1.348615,1.349755,1.35159,1.3554182293557238,1.3477617706442764
